pressure,max_T,flow_rate,H2_per_CH4_n_Ar,reacter_len,reacter_dia,score_comp3_coke_040
-0.26,0.55,0.823529412,-0.636363636,-0.75,-0.493333333,0.364107752
-0.758,0.4745,-0.588235294,-0.636363636,-0.75,-0.866666667,0.39158165
-0.622,0.275,0.352941176,0.090909091,-0.75,0.733333333,0.385885898
-0.762,0.35,-0.588235294,-0.636363636,0,-0.866666667,0.365247467
-0.612,0.6375,0.352941176,0.818181818,-0.75,0.733333333,0.396338816
-0.388,0.275,-0.588235294,-0.636363636,-0.75,0.733333333,0
-0.688,0.425,-0.588235294,0.090909091,-0.75,-0.493333333,0.374305413
-0.78,0.35,-0.588235294,-0.272727273,0.75,-0.866666667,0.3414567
-0.456,0.295,0.352941176,-0.818181818,-0.75,0.733333333,0.378930138
-0.062,0.4,-0.117647059,-0.636363636,-0.75,-0.493333333,0.39997914
0.5,0.175,0.352941176,-0.636363636,-0.75,0.733333333,0.37379725
-0.428,0.5505,-0.117647059,0.090909091,-0.75,-0.493333333,0.384777281
-0.856,0.1,-0.588235294,-0.636363636,-0.75,0.733333333,0.341640031
0.23,0.65,0.352941176,0.090909091,-0.75,0.733333333,0
-0.622,0.3,0.352941176,0.090909091,-0.75,0.733333333,0.4058807
-0.614,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.397355918
-0.486,0.5,-0.352941176,-0.272727273,-0.75,-0.493333333,0.390426012
-0.758,0.4995,-0.588235294,-0.636363636,-0.75,-0.866666667,0.391176556
0.132,0.2,0.352941176,-0.636363636,-0.75,0.733333333,0.39186573
-0.252,0.575,0.823529412,-0.636363636,-0.75,-0.493333333,0.400116467
0.096,0.675,0.352941176,0.090909091,-0.75,0.733333333,0
0.776,0.325,0.352941176,-0.636363636,-0.75,0.733333333,0.115375855
-0.582,0.25,-0.588235294,-0.636363636,-0.75,0.733333333,0
-0.76,0.3745,-0.588235294,-0.636363636,0,-0.866666667,0.38767573
-0.456,0.315,0.352941176,-0.818181818,-0.75,0.733333333,0.395728394
-0.686,0.45,-0.588235294,0.090909091,-0.75,-0.493333333,0.411692555
0.062,0.7,0.352941176,0.090909091,-0.75,0.733333333,0
0.044,0.725,0.352941176,0.090909091,-0.75,0.733333333,0
-0.78,0.375,-0.588235294,-0.272727273,0.75,-0.866666667,0.363031147
-0.06,0.425,-0.117647059,-0.636363636,-0.75,-0.493333333,0.406259703
-0.76,0.35,-0.588235294,-0.636363636,-0.75,-0.493333333,0.400861568
-0.624,0.325,0.352941176,0.090909091,-0.75,0.733333333,0.412367126
-0.85,0.125,-0.588235294,-0.636363636,-0.75,0.733333333,0.348378306
-0.428,0.5755,-0.117647059,0.090909091,-0.75,-0.493333333,0.392984691
-0.044,0.225,0.352941176,-0.636363636,-0.75,0.733333333,0.383502326
-0.614,0.6625,0.352941176,0.818181818,-0.75,0.733333333,0.413967529
-0.844,0.15,-0.588235294,-0.636363636,-0.75,0.733333333,0.307683581
-0.622,0.35,0.352941176,0.090909091,-0.75,0.733333333,0.414724435
-0.742,0.225,-0.588235294,-0.636363636,-0.75,0.733333333,0
-0.688,0.475,-0.588235294,0.090909091,-0.75,-0.493333333,0.393701321
-0.254,0.6,0.823529412,-0.636363636,-0.75,-0.493333333,0.404718472
-0.456,0.345,0.352941176,-0.818181818,-0.75,0.733333333,0.422974823
-0.824,0.175,-0.588235294,-0.636363636,-0.75,0.733333333,0.287717599
-0.79,0.2,-0.588235294,-0.636363636,-0.75,0.733333333,0.23410879
-0.756,0.5245,-0.588235294,-0.636363636,-0.75,-0.866666667,0.406821617
-0.118,0.25,0.352941176,-0.636363636,-0.75,0.733333333,0.393721729
-0.762,0.4,-0.588235294,-0.636363636,0,-0.866666667,0.404780339
-0.614,0.675,0.352941176,0.818181818,-0.75,0.733333333,0.417024469
-0.06,0.45,-0.117647059,-0.636363636,-0.75,-0.493333333,0.42521008
-0.778,0.3995,-0.588235294,-0.272727273,0.75,-0.866666667,0.390053168
-0.426,0.6005,-0.117647059,0.090909091,-0.75,-0.493333333,0.41851191
-0.62,0.375,0.352941176,0.090909091,-0.75,0.733333333,0.423597081
-0.762,0.3745,-0.588235294,-0.636363636,-0.75,-0.493333333,0.430180262
-0.486,0.55,-0.352941176,-0.272727273,-0.75,-0.493333333,0.408437948
-0.226,0.275,0.352941176,-0.636363636,-0.75,0.733333333,0.397563893
-0.23,0.55,0.352941176,-0.636363636,-0.75,-0.493333333,0.418883635
-0.456,0.365,0.352941176,-0.818181818,-0.75,0.733333333,0.426803782
-0.686,0.5,-0.588235294,0.090909091,-0.75,-0.493333333,0.440695016
-0.614,0.6875,0.352941176,0.818181818,-0.75,0.733333333,0.438591915
0.1,0.3,0.352941176,-0.636363636,-0.75,0.733333333,0.354319664
-0.622,0.4,0.352941176,0.090909091,-0.75,0.733333333,0.415178459
-0.252,0.625,0.823529412,-0.636363636,-0.75,-0.493333333,0.417539828
-0.756,0.5495,-0.588235294,-0.636363636,-0.75,-0.866666667,0.426950285
-0.722,0.65,0,0.818181818,-0.75,0.733333333,0.422779064
-0.724,0.65,0,0.818181818,-0.75,0.733333333,0.409817227
-0.76,0.4245,-0.588235294,-0.636363636,0,-0.866666667,0.414597851
-0.428,0.6255,-0.117647059,0.090909091,-0.75,-0.493333333,0.448585059
-0.06,0.475,-0.117647059,-0.636363636,-0.75,-0.493333333,0.432404837
-0.722,0.65,0,0.818181818,-0.75,0.733333333,0.420472053
-0.722,0.65,0,0.818181818,-0.75,0.733333333,0.422626026
-0.614,0.7,0.352941176,0.818181818,-0.75,0.733333333,0.417495526
-0.778,0.425,-0.588235294,-0.272727273,0.75,-0.866666667,0.415500547
-0.486,0.575,-0.352941176,-0.272727273,-0.75,-0.493333333,0.428237534
-0.624,0.425,0.352941176,0.090909091,-0.75,0.733333333,0.420258028
-0.76,0.4,-0.588235294,-0.636363636,-0.75,-0.493333333,0.426660786
-0.454,0.39,0.352941176,-0.818181818,-0.75,0.733333333,0.439683799
-0.646,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.431907111
-0.684,0.65,0.176470588,0.818181818,-0.75,0.733333333,0.436154696
-0.754,0.65,-0.176470588,0.818181818,-0.75,0.733333333,0.412546004
-0.684,0.65,0.176470588,0.818181818,-0.75,0.733333333,0.434753371
-0.678,0.65,0.176470588,0.818181818,-0.75,0.733333333,0.434707128
-0.644,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.437120577
-0.646,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.438208767
-0.646,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.431039168
-0.688,0.525,-0.588235294,0.090909091,-0.75,-0.493333333,0.43531959
-0.228,0.575,0.352941176,-0.636363636,-0.75,-0.493333333,0.436966015
-0.624,0.45,0.352941176,0.090909091,-0.75,0.733333333,0.420549277
-0.754,0.65,-0.176470588,0.818181818,-0.75,0.733333333,0.426478066
-0.754,0.65,-0.176470588,0.818181818,-0.75,0.733333333,0.435516128
-0.614,0.7125,0.352941176,0.818181818,-0.75,0.733333333,0.443217602
-0.25,0.65,0.823529412,-0.636363636,-0.75,-0.493333333,0.447715255
-0.756,0.65,-0.176470588,0.818181818,-0.75,0.733333333,0.430014179
-0.426,0.6505,-0.117647059,0.090909091,-0.75,-0.493333333,0.431692898
-0.056,0.5,-0.117647059,-0.636363636,-0.75,-0.493333333,0.426496033
-0.454,0.415,0.352941176,-0.818181818,-0.75,0.733333333,0.448944385
-0.756,0.575,-0.588235294,-0.636363636,-0.75,-0.866666667,0.438044207
-0.838,0.65,-0.705882353,0.818181818,-0.75,0.733333333,0.363673915
-0.626,0.475,0.352941176,0.090909091,-0.75,0.733333333,0.415726533
-0.784,0.65,-0.352941176,0.818181818,-0.75,0.733333333,0.420168295
-0.486,0.6,-0.352941176,-0.272727273,-0.75,-0.493333333,0.439237946
-0.838,0.65,-0.705882353,0.818181818,-0.75,0.733333333,0.365223428
-0.838,0.65,-0.705882353,0.818181818,-0.75,0.733333333,0.361025608
-0.758,0.4495,-0.588235294,-0.636363636,0,-0.866666667,0.420581862
-0.784,0.65,-0.352941176,0.818181818,-0.75,0.733333333,0.42788122
-0.784,0.65,-0.352941176,0.818181818,-0.75,0.733333333,0.427086388
-0.778,0.45,-0.588235294,-0.272727273,0.75,-0.866666667,0.416763244
-0.838,0.65,-0.705882353,0.818181818,-0.75,0.733333333,0.358723969
-0.812,0.65,-0.529411765,0.818181818,-0.75,0.733333333,0.399074965
-0.812,0.65,-0.529411765,0.818181818,-0.75,0.733333333,0.401844347
-0.812,0.65,-0.529411765,0.818181818,-0.75,0.733333333,0.392370921
-0.688,0.55,-0.588235294,0.090909091,-0.75,-0.493333333,0.453691551
-0.624,0.5,0.352941176,0.090909091,-0.75,0.733333333,0.401283854
-0.812,0.65,-0.529411765,0.818181818,-0.75,0.733333333,0.410741719
-0.762,0.4245,-0.588235294,-0.636363636,-0.75,-0.493333333,0.454223776
-0.614,0.725,0.352941176,0.818181818,-0.75,0.733333333,0.428308171
-0.452,0.435,0.352941176,-0.818181818,-0.75,0.733333333,0.437408615
-0.226,0.6,0.352941176,-0.636363636,-0.75,-0.493333333,0.441689674
-0.62,0.525,0.352941176,0.090909091,-0.75,0.733333333,0.381072441
-0.618,0.55,0.352941176,0.090909091,-0.75,0.733333333,0.345838958
-0.59,0.6,0.352941176,0.090909091,-0.75,0.733333333,0.255543462
-0.054,0.525,-0.117647059,-0.636363636,-0.75,-0.493333333,0.424112648
-0.612,0.575,0.352941176,0.090909091,-0.75,0.733333333,0.313514435
-0.424,0.6755,-0.117647059,0.090909091,-0.75,-0.493333333,0.463542541
-0.38,0.465,0.352941176,-0.818181818,-0.75,0.733333333,0.434265828
-0.248,0.675,0.823529412,-0.636363636,-0.75,-0.493333333,0.46474191
-0.758,0.5995,-0.588235294,-0.636363636,-0.75,-0.866666667,0.442502333
-0.484,0.625,-0.352941176,-0.272727273,-0.75,-0.493333333,0.460225338
-0.824,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.425391507
-0.758,0.475,-0.588235294,-0.636363636,0,-0.866666667,0.439430088
-0.688,0.575,-0.588235294,0.090909091,-0.75,-0.493333333,0.442640013
-0.614,0.7375,0.352941176,0.818181818,-0.75,0.733333333,0.457184379
-0.822,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.419215632
-0.762,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.444494381
-0.776,0.4755,-0.588235294,-0.272727273,0.75,-0.866666667,0.446104849
-0.822,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.416367886
-0.822,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.418677914
-0.818,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.441479894
-0.818,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.424884838
-0.816,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.419872243
-0.81,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.418168381
-0.816,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.429376789
-0.806,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.427666947
-0.814,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.417295341
-0.81,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.428521078
-0.216,0.625,0.352941176,-0.636363636,-0.75,-0.493333333,0.458616088
-0.81,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.428001639
-0.048,0.55,-0.117647059,-0.636363636,-0.75,-0.493333333,0.443039361
-0.424,0.7005,-0.117647059,0.090909091,-0.75,-0.493333333,0.449493721
-0.614,0.75,0.352941176,0.818181818,-0.75,0.733333333,0.450140058
-0.482,0.65,-0.352941176,-0.272727273,-0.75,-0.493333333,0.455687882
-0.246,0.7,0.823529412,-0.636363636,-0.75,-0.493333333,0.474943885
-0.686,0.6,-0.588235294,0.090909091,-0.75,-0.493333333,0.466138407
-0.76,0.475,-0.588235294,-0.636363636,-0.75,-0.493333333,0.43770935
-0.756,0.6245,-0.588235294,-0.636363636,-0.75,-0.866666667,0.450552148
-0.758,0.4995,-0.588235294,-0.636363636,0,-0.866666667,0.440549536
-0.776,0.4995,-0.588235294,-0.272727273,0.75,-0.866666667,0.45322131
-0.004,0.575,-0.117647059,-0.636363636,-0.75,-0.493333333,0.424509475
-0.204,0.65,0.352941176,-0.636363636,-0.75,-0.493333333,0.453217885
0.282,0.6,-0.117647059,-0.636363636,-0.75,-0.493333333,0.365109206
-0.424,0.7255,-0.117647059,0.090909091,-0.75,-0.493333333,0.495148285
-0.762,0.4995,-0.588235294,-0.636363636,-0.75,-0.493333333,0.435632353
-0.242,0.725,0.823529412,-0.636363636,-0.75,-0.493333333,0.460138068
-0.48,0.675,-0.352941176,-0.272727273,-0.75,-0.493333333,0.475532394
-0.684,0.625,-0.588235294,0.090909091,-0.75,-0.493333333,0.450993223
-0.758,0.5255,-0.588235294,-0.636363636,0,-0.866666667,0.439114551
-0.756,0.65,-0.588235294,-0.636363636,-0.75,-0.866666667,0.452479325
-0.762,0.525,-0.588235294,-0.636363636,-0.75,-0.493333333,0.419357378
-0.776,0.525,-0.588235294,-0.272727273,0.75,-0.866666667,0.462446559
-0.154,0.675,0.352941176,-0.636363636,-0.75,-0.493333333,0.453463676
0.672,0.725,0.352941176,-0.636363636,-0.75,-0.493333333,0.305141262
-0.48,0.7,-0.352941176,-0.272727273,-0.75,-0.493333333,0.473928367
-0.762,0.5495,-0.588235294,-0.636363636,-0.75,-0.493333333,0.391791888
-0.756,0.5495,-0.588235294,-0.636363636,0,-0.866666667,0.431346666
-0.684,0.65,-0.588235294,0.090909091,-0.75,-0.493333333,0.479454483
-0.23,0.75,0.823529412,-0.636363636,-0.75,-0.493333333,0.488731168
-0.76,0.575,-0.588235294,-0.636363636,-0.75,-0.493333333,0.354716696
0.05,0.7,0.352941176,-0.636363636,-0.75,-0.493333333,0.43290081
-0.758,0.5995,-0.588235294,-0.636363636,-0.75,-0.493333333,0.304065629
-0.756,0.6245,-0.588235294,-0.636363636,-0.75,-0.493333333,0.219357055
-0.776,0.55,-0.588235294,-0.272727273,0.75,-0.866666667,0.468929977
-0.758,0.575,-0.588235294,-0.636363636,0,-0.866666667,0.42700404
-0.684,0.675,-0.588235294,0.090909091,-0.75,-0.493333333,0.481519833
-0.478,0.725,-0.352941176,-0.272727273,-0.75,-0.493333333,0.486335087
-0.776,0.625,-0.588235294,-0.272727273,0.75,-0.866666667,0.485254522
-0.758,0.5995,-0.588235294,-0.636363636,0,-0.866666667,0.403193112
-0.776,0.575,-0.588235294,-0.272727273,0.75,-0.866666667,0.477784929
-0.478,0.75,-0.352941176,-0.272727273,-0.75,-0.493333333,0.464890045
-0.682,0.7,-0.588235294,0.090909091,-0.75,-0.493333333,0.48823143
-0.758,0.6245,-0.588235294,-0.636363636,0,-0.866666667,0.364563888
-0.778,0.6,-0.588235294,-0.272727273,0.75,-0.866666667,0.480954612
-0.682,0.725,-0.588235294,0.090909091,-0.75,-0.493333333,0.543483187
-0.68,0.75,-0.588235294,0.090909091,-0.75,-0.493333333,0.47704398
-0.776,0.6515,-0.588235294,-0.272727273,0.75,-0.866666667,0.456551214
