# pressure,max_T,flow_rate,H2_per_CH4_n_Ar,reacter_len,reacter_dia
-4.098003722237588131e-01,5.186854514830718799e-01,1.487565014613724812e-01,-8.404337649397615184e-01,3.195620697613458794e-01,-5.528960518872068075e-01
