pressure,max_T,flow_rate,H2_per_CH4_n_Ar,reacter_len,reacter_dia,score_comp3_coke_060
0.746,0.3,-0.588235294,-0.636363636,-0.75,0.733333333,0
-0.95,-0.6005,-0.352941176,-1,0.75,0.733333333,0.185053954
-0.982,0.5,-0.588235294,-0.636363636,-0.75,0.733333333,0
-0.95,-0.5505,-0.352941176,-1,0.75,0.733333333,0.144749016
-0.948,-0.5005,-0.352941176,-1,0.75,0.733333333,0
-0.946,-0.5,-0.352941176,-1,0.75,0.733333333,0
-0.99,0.525,-0.588235294,-0.636363636,-0.75,0.733333333,0
-0.896,-0.501,-0.705882353,-1,0.75,0.733333333,0.226948881
-0.932,-0.5495,-0.823529412,-1,0.75,0.733333333,0.196024674
-0.778,0.275,-0.588235294,-0.272727273,0.75,-0.866666667,0.303088769
-0.066,0.325,-0.117647059,-0.636363636,-0.75,-0.493333333,0.340302762
-0.76,0.4245,-0.588235294,-0.636363636,-0.75,-0.866666667,0.353744302
-0.762,0.2755,-0.588235294,-0.636363636,-0.75,-0.493333333,0.361476157
-0.614,0.6,0.352941176,0.818181818,-0.75,0.733333333,0.359212632
-0.26,0.5,0.823529412,-0.636363636,-0.75,-0.493333333,0.344580024
-0.428,0.4755,-0.117647059,0.090909091,-0.75,-0.493333333,0.328057488
-0.778,0.3,-0.588235294,-0.272727273,0.75,-0.866666667,0.325341426
0.12,0.125,0.352941176,-0.636363636,-0.75,0.733333333,0.365668636
-0.064,0.35,-0.117647059,-0.636363636,-0.75,-0.493333333,0.355922921
-0.454,0.24,0.352941176,-0.818181818,-0.75,0.733333333,0.365850529
-0.684,0.375,-0.588235294,0.090909091,-0.75,-0.493333333,0.351053056
-0.266,0.525,0.823529412,-0.636363636,-0.75,-0.493333333,0.35581287
-0.762,0.45,-0.588235294,-0.636363636,-0.75,-0.866666667,0.370213382
-0.428,0.5005,-0.117647059,0.090909091,-0.75,-0.493333333,0.355427625
-0.76,0.3245,-0.588235294,-0.636363636,0,-0.866666667,0.371086728
-0.488,0.45,-0.352941176,-0.272727273,-0.75,-0.493333333,0.371266333
-0.778,0.325,-0.588235294,-0.272727273,0.75,-0.866666667,0.349845197
-0.624,0.25,0.352941176,0.090909091,-0.75,0.733333333,0.382579187
-0.856,0.075,-0.588235294,-0.636363636,-0.75,0.733333333,0.357178586
-0.452,0.265,0.352941176,-0.818181818,-0.75,0.733333333,0.383858431
-0.614,0.625,0.352941176,0.818181818,-0.75,0.733333333,0.387766279
-0.686,0.4,-0.588235294,0.090909091,-0.75,-0.493333333,0.382044319
-0.428,0.525,-0.117647059,0.090909091,-0.75,-0.493333333,0.367564924
0.736,0.15,0.352941176,-0.636363636,-0.75,0.733333333,0.376928723
-0.26,0.55,0.823529412,-0.636363636,-0.75,-0.493333333,0.37505133
-0.758,0.4745,-0.588235294,-0.636363636,-0.75,-0.866666667,0.392842199
-0.622,0.275,0.352941176,0.090909091,-0.75,0.733333333,0.389572791
-0.762,0.35,-0.588235294,-0.636363636,0,-0.866666667,0.376373336
-0.612,0.6375,0.352941176,0.818181818,-0.75,0.733333333,0.397299166
-0.388,0.275,-0.588235294,-0.636363636,-0.75,0.733333333,0.153639584
-0.688,0.425,-0.588235294,0.090909091,-0.75,-0.493333333,0.383492828
-0.78,0.35,-0.588235294,-0.272727273,0.75,-0.866666667,0.363444048
-0.456,0.295,0.352941176,-0.818181818,-0.75,0.733333333,0.386658204
-0.062,0.4,-0.117647059,-0.636363636,-0.75,-0.493333333,0.400490931
0.5,0.175,0.352941176,-0.636363636,-0.75,0.733333333,0.384208852
-0.428,0.5505,-0.117647059,0.090909091,-0.75,-0.493333333,0.392217889
-0.856,0.1,-0.588235294,-0.636363636,-0.75,0.733333333,0.365955152
0.23,0.65,0.352941176,0.090909091,-0.75,0.733333333,0.039575759
-0.622,0.3,0.352941176,0.090909091,-0.75,0.733333333,0.406488331
-0.614,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.401576351
-0.486,0.5,-0.352941176,-0.272727273,-0.75,-0.493333333,0.397647961
-0.758,0.4995,-0.588235294,-0.636363636,-0.75,-0.866666667,0.398503374
0.132,0.2,0.352941176,-0.636363636,-0.75,0.733333333,0.398955492
-0.252,0.575,0.823529412,-0.636363636,-0.75,-0.493333333,0.404318736
0.096,0.675,0.352941176,0.090909091,-0.75,0.733333333,0
0.776,0.325,0.352941176,-0.636363636,-0.75,0.733333333,0.291130955
-0.582,0.25,-0.588235294,-0.636363636,-0.75,0.733333333,0.229193956
-0.76,0.3745,-0.588235294,-0.636363636,0,-0.866666667,0.397042284
-0.456,0.315,0.352941176,-0.818181818,-0.75,0.733333333,0.402408736
-0.686,0.45,-0.588235294,0.090909091,-0.75,-0.493333333,0.412863326
0.062,0.7,0.352941176,0.090909091,-0.75,0.733333333,0
0.044,0.725,0.352941176,0.090909091,-0.75,0.733333333,0
-0.78,0.375,-0.588235294,-0.272727273,0.75,-0.866666667,0.38281694
-0.06,0.425,-0.117647059,-0.636363636,-0.75,-0.493333333,0.410062192
-0.76,0.35,-0.588235294,-0.636363636,-0.75,-0.493333333,0.406711189
-0.624,0.325,0.352941176,0.090909091,-0.75,0.733333333,0.414244922
-0.85,0.125,-0.588235294,-0.636363636,-0.75,0.733333333,0.374586075
-0.428,0.5755,-0.117647059,0.090909091,-0.75,-0.493333333,0.402345573
-0.044,0.225,0.352941176,-0.636363636,-0.75,0.733333333,0.39670579
-0.614,0.6625,0.352941176,0.818181818,-0.75,0.733333333,0.416859513
-0.844,0.15,-0.588235294,-0.636363636,-0.75,0.733333333,0.355328218
-0.622,0.35,0.352941176,0.090909091,-0.75,0.733333333,0.41845442
-0.742,0.225,-0.588235294,-0.636363636,-0.75,0.733333333,0.293872452
-0.688,0.475,-0.588235294,0.090909091,-0.75,-0.493333333,0.405794874
-0.254,0.6,0.823529412,-0.636363636,-0.75,-0.493333333,0.412960379
-0.456,0.345,0.352941176,-0.818181818,-0.75,0.733333333,0.424856048
-0.824,0.175,-0.588235294,-0.636363636,-0.75,0.733333333,0.34809903
-0.79,0.2,-0.588235294,-0.636363636,-0.75,0.733333333,0.327255021
-0.756,0.5245,-0.588235294,-0.636363636,-0.75,-0.866666667,0.414843851
-0.118,0.25,0.352941176,-0.636363636,-0.75,0.733333333,0.407117028
-0.762,0.4,-0.588235294,-0.636363636,0,-0.866666667,0.41447235
-0.614,0.675,0.352941176,0.818181818,-0.75,0.733333333,0.422511661
-0.06,0.45,-0.117647059,-0.636363636,-0.75,-0.493333333,0.428046307
-0.778,0.3995,-0.588235294,-0.272727273,0.75,-0.866666667,0.405722821
-0.426,0.6005,-0.117647059,0.090909091,-0.75,-0.493333333,0.423939301
-0.62,0.375,0.352941176,0.090909091,-0.75,0.733333333,0.427832284
-0.762,0.3745,-0.588235294,-0.636363636,-0.75,-0.493333333,0.432585903
-0.486,0.55,-0.352941176,-0.272727273,-0.75,-0.493333333,0.41874188
-0.226,0.275,0.352941176,-0.636363636,-0.75,0.733333333,0.412692895
-0.23,0.55,0.352941176,-0.636363636,-0.75,-0.493333333,0.426190386
-0.456,0.365,0.352941176,-0.818181818,-0.75,0.733333333,0.431549213
-0.686,0.5,-0.588235294,0.090909091,-0.75,-0.493333333,0.440987296
-0.614,0.6875,0.352941176,0.818181818,-0.75,0.733333333,0.439781223
0.1,0.3,0.352941176,-0.636363636,-0.75,0.733333333,0.388213382
-0.622,0.4,0.352941176,0.090909091,-0.75,0.733333333,0.42509052
-0.252,0.625,0.823529412,-0.636363636,-0.75,-0.493333333,0.427047634
-0.756,0.5495,-0.588235294,-0.636363636,-0.75,-0.866666667,0.433714082
-0.722,0.65,0,0.818181818,-0.75,0.733333333,0.431574204
-0.724,0.65,0,0.818181818,-0.75,0.733333333,0.423576568
-0.76,0.4245,-0.588235294,-0.636363636,0,-0.866666667,0.426612145
-0.428,0.6255,-0.117647059,0.090909091,-0.75,-0.493333333,0.448705121
-0.06,0.475,-0.117647059,-0.636363636,-0.75,-0.493333333,0.438114166
-0.722,0.65,0,0.818181818,-0.75,0.733333333,0.430522861
-0.722,0.65,0,0.818181818,-0.75,0.733333333,0.431958609
-0.614,0.7,0.352941176,0.818181818,-0.75,0.733333333,0.428846542
-0.778,0.425,-0.588235294,-0.272727273,0.75,-0.866666667,0.428109576
-0.486,0.575,-0.352941176,-0.272727273,-0.75,-0.493333333,0.436263353
-0.624,0.425,0.352941176,0.090909091,-0.75,0.733333333,0.431211949
-0.76,0.4,-0.588235294,-0.636363636,-0.75,-0.493333333,0.435755355
-0.454,0.39,0.352941176,-0.818181818,-0.75,0.733333333,0.444172755
-0.646,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.439302794
-0.684,0.65,0.176470588,0.818181818,-0.75,0.733333333,0.442197106
-0.754,0.65,-0.176470588,0.818181818,-0.75,0.733333333,0.427398046
-0.684,0.65,0.176470588,0.818181818,-0.75,0.733333333,0.441557891
-0.678,0.65,0.176470588,0.818181818,-0.75,0.733333333,0.441594054
-0.644,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.443202472
-0.646,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.443983486
-0.646,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.439486536
-0.688,0.525,-0.588235294,0.090909091,-0.75,-0.493333333,0.442248537
-0.228,0.575,0.352941176,-0.636363636,-0.75,-0.493333333,0.444142522
-0.624,0.45,0.352941176,0.090909091,-0.75,0.733333333,0.434086632
-0.754,0.65,-0.176470588,0.818181818,-0.75,0.733333333,0.43800668
-0.754,0.65,-0.176470588,0.818181818,-0.75,0.733333333,0.444023887
-0.614,0.7125,0.352941176,0.818181818,-0.75,0.733333333,0.449393544
-0.25,0.65,0.823529412,-0.636363636,-0.75,-0.493333333,0.452456215
-0.756,0.65,-0.176470588,0.818181818,-0.75,0.733333333,0.441165645
-0.426,0.6505,-0.117647059,0.090909091,-0.75,-0.493333333,0.442487457
-0.056,0.5,-0.117647059,-0.636363636,-0.75,-0.493333333,0.439243086
-0.454,0.415,0.352941176,-0.818181818,-0.75,0.733333333,0.453787871
-0.756,0.575,-0.588235294,-0.636363636,-0.75,-0.866666667,0.446815664
-0.838,0.65,-0.705882353,0.818181818,-0.75,0.733333333,0.403064124
-0.626,0.475,0.352941176,0.090909091,-0.75,0.733333333,0.433339152
-0.784,0.65,-0.352941176,0.818181818,-0.75,0.733333333,0.436104715
-0.486,0.6,-0.352941176,-0.272727273,-0.75,-0.493333333,0.448129451
-0.838,0.65,-0.705882353,0.818181818,-0.75,0.733333333,0.404165509
-0.838,0.65,-0.705882353,0.818181818,-0.75,0.733333333,0.40190814
-0.758,0.4495,-0.588235294,-0.636363636,0,-0.866666667,0.436498313
-0.784,0.65,-0.352941176,0.818181818,-0.75,0.733333333,0.441154237
-0.784,0.65,-0.352941176,0.818181818,-0.75,0.733333333,0.440854899
-0.778,0.45,-0.588235294,-0.272727273,0.75,-0.866666667,0.434537347
-0.838,0.65,-0.705882353,0.818181818,-0.75,0.733333333,0.401260046
-0.812,0.65,-0.529411765,0.818181818,-0.75,0.733333333,0.424115859
-0.812,0.65,-0.529411765,0.818181818,-0.75,0.733333333,0.425807584
-0.812,0.65,-0.529411765,0.818181818,-0.75,0.733333333,0.420478997
-0.688,0.55,-0.588235294,0.090909091,-0.75,-0.493333333,0.45862016
-0.624,0.5,0.352941176,0.090909091,-0.75,0.733333333,0.426151512
-0.812,0.65,-0.529411765,0.818181818,-0.75,0.733333333,0.432022718
-0.762,0.4245,-0.588235294,-0.636363636,-0.75,-0.493333333,0.459474563
-0.614,0.725,0.352941176,0.818181818,-0.75,0.733333333,0.443203167
-0.452,0.435,0.352941176,-0.818181818,-0.75,0.733333333,0.449381302
-0.226,0.6,0.352941176,-0.636363636,-0.75,-0.493333333,0.452413792
-0.62,0.525,0.352941176,0.090909091,-0.75,0.733333333,0.416306397
-0.618,0.55,0.352941176,0.090909091,-0.75,0.733333333,0.398077052
-0.59,0.6,0.352941176,0.090909091,-0.75,0.733333333,0.36088363
-0.054,0.525,-0.117647059,-0.636363636,-0.75,-0.493333333,0.44267587
-0.612,0.575,0.352941176,0.090909091,-0.75,0.733333333,0.383604212
-0.424,0.6755,-0.117647059,0.090909091,-0.75,-0.493333333,0.467949231
-0.38,0.465,0.352941176,-0.818181818,-0.75,0.733333333,0.449528523
-0.248,0.675,0.823529412,-0.636363636,-0.75,-0.493333333,0.469103843
-0.758,0.5995,-0.588235294,-0.636363636,-0.75,-0.866666667,0.455503096
-0.484,0.625,-0.352941176,-0.272727273,-0.75,-0.493333333,0.466987701
-0.824,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.445351274
-0.758,0.475,-0.588235294,-0.636363636,0,-0.866666667,0.454119349
-0.688,0.575,-0.588235294,0.090909091,-0.75,-0.493333333,0.456208391
-0.614,0.7375,0.352941176,0.818181818,-0.75,0.733333333,0.465815998
-0.822,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.442506333
-0.762,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.458046216
-0.776,0.4755,-0.588235294,-0.272727273,0.75,-0.866666667,0.459075166
-0.822,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.4415065
-0.822,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.443203646
-0.818,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.45717353
-0.818,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.447200539
-0.816,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.444636348
-0.81,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.443651942
-0.816,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.450393486
-0.806,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.449362793
-0.814,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.443266527
-0.81,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.450125442
-0.216,0.625,0.352941176,-0.636363636,-0.75,-0.493333333,0.468960087
-0.81,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.450018814
-0.048,0.55,-0.117647059,-0.636363636,-0.75,-0.493333333,0.459254844
-0.424,0.7005,-0.117647059,0.090909091,-0.75,-0.493333333,0.463574465
-0.614,0.75,0.352941176,0.818181818,-0.75,0.733333333,0.464884146
-0.482,0.65,-0.352941176,-0.272727273,-0.75,-0.493333333,0.468562251
-0.246,0.7,0.823529412,-0.636363636,-0.75,-0.493333333,0.480954111
-0.686,0.6,-0.588235294,0.090909091,-0.75,-0.493333333,0.475794664
-0.76,0.475,-0.588235294,-0.636363636,-0.75,-0.493333333,0.458049434
-0.756,0.6245,-0.588235294,-0.636363636,-0.75,-0.866666667,0.466084045
-0.758,0.4995,-0.588235294,-0.636363636,0,-0.866666667,0.460046012
-0.776,0.4995,-0.588235294,-0.272727273,0.75,-0.866666667,0.468983328
-0.004,0.575,-0.117647059,-0.636363636,-0.75,-0.493333333,0.451868099
-0.204,0.65,0.352941176,-0.636363636,-0.75,-0.493333333,0.470141072
0.282,0.6,-0.117647059,-0.636363636,-0.75,-0.493333333,0.421006694
-0.424,0.7255,-0.117647059,0.090909091,-0.75,-0.493333333,0.498288607
-0.762,0.4995,-0.588235294,-0.636363636,-0.75,-0.493333333,0.461267368
-0.242,0.725,0.823529412,-0.636363636,-0.75,-0.493333333,0.476208928
-0.48,0.675,-0.352941176,-0.272727273,-0.75,-0.493333333,0.486073975
-0.684,0.625,-0.588235294,0.090909091,-0.75,-0.493333333,0.470920014
-0.758,0.5255,-0.588235294,-0.636363636,0,-0.866666667,0.464120053
-0.756,0.65,-0.588235294,-0.636363636,-0.75,-0.866666667,0.472725522
-0.762,0.525,-0.588235294,-0.636363636,-0.75,-0.493333333,0.454875686
-0.776,0.525,-0.588235294,-0.272727273,0.75,-0.866666667,0.480469511
-0.154,0.675,0.352941176,-0.636363636,-0.75,-0.493333333,0.475041006
0.672,0.725,0.352941176,-0.636363636,-0.75,-0.493333333,0.401520296
-0.48,0.7,-0.352941176,-0.272727273,-0.75,-0.493333333,0.48940228
-0.762,0.5495,-0.588235294,-0.636363636,-0.75,-0.493333333,0.442001564
-0.756,0.5495,-0.588235294,-0.636363636,0,-0.866666667,0.46382838
-0.684,0.65,-0.588235294,0.090909091,-0.75,-0.493333333,0.493206775
-0.23,0.75,0.823529412,-0.636363636,-0.75,-0.493333333,0.499609908
-0.76,0.575,-0.588235294,-0.636363636,-0.75,-0.493333333,0.425497888
0.05,0.7,0.352941176,-0.636363636,-0.75,-0.493333333,0.46687997
-0.758,0.5995,-0.588235294,-0.636363636,-0.75,-0.493333333,0.405102733
-0.756,0.6245,-0.588235294,-0.636363636,-0.75,-0.493333333,0.380031426
-0.776,0.55,-0.588235294,-0.272727273,0.75,-0.866666667,0.490018941
-0.758,0.575,-0.588235294,-0.636363636,0,-0.866666667,0.46572913
-0.684,0.675,-0.588235294,0.090909091,-0.75,-0.493333333,0.498222714
-0.478,0.725,-0.352941176,-0.272727273,-0.75,-0.493333333,0.501307653
-0.776,0.625,-0.588235294,-0.272727273,0.75,-0.866666667,0.501588982
-0.758,0.5995,-0.588235294,-0.636363636,0,-0.866666667,0.455636857
-0.776,0.575,-0.588235294,-0.272727273,0.75,-0.866666667,0.49975248
-0.478,0.75,-0.352941176,-0.272727273,-0.75,-0.493333333,0.492253179
-0.682,0.7,-0.588235294,0.090909091,-0.75,-0.493333333,0.506493181
-0.758,0.6245,-0.588235294,-0.636363636,0,-0.866666667,0.439300272
-0.778,0.6,-0.588235294,-0.272727273,0.75,-0.866666667,0.506161871
-0.682,0.725,-0.588235294,0.090909091,-0.75,-0.493333333,0.546101963
-0.68,0.75,-0.588235294,0.090909091,-0.75,-0.493333333,0.506228596
-0.776,0.6515,-0.588235294,-0.272727273,0.75,-0.866666667,0.498988122
