pressure,max_T,flow_rate,H2_per_CH4_n_Ar,reacter_len,reacter_dia,score_comp3_coke_100
0.736,0.15,0.352941176,-0.636363636,-0.75,0.733333333,0.383599333
-0.26,0.55,0.823529412,-0.636363636,-0.75,-0.493333333,0.383367462
-0.758,0.4745,-0.588235294,-0.636363636,-0.75,-0.866666667,0.393844845
-0.622,0.275,0.352941176,0.090909091,-0.75,0.733333333,0.392472837
-0.762,0.35,-0.588235294,-0.636363636,0,-0.866666667,0.384822422
-0.612,0.6375,0.352941176,0.818181818,-0.75,0.733333333,0.398064116
-0.388,0.275,-0.588235294,-0.636363636,-0.75,0.733333333,0.302917694
-0.688,0.425,-0.588235294,0.090909091,-0.75,-0.493333333,0.390537866
-0.78,0.35,-0.588235294,-0.272727273,0.75,-0.866666667,0.379290305
-0.456,0.295,0.352941176,-0.818181818,-0.75,0.733333333,0.392625349
-0.062,0.4,-0.117647059,-0.636363636,-0.75,-0.493333333,0.400899425
0.5,0.175,0.352941176,-0.636363636,-0.75,0.733333333,0.392149226
-0.428,0.5505,-0.117647059,0.090909091,-0.75,-0.493333333,0.397973299
-0.856,0.1,-0.588235294,-0.636363636,-0.75,0.733333333,0.383307614
0.23,0.65,0.352941176,0.090909091,-0.75,0.733333333,0.300265765
-0.622,0.3,0.352941176,0.090909091,-0.75,0.733333333,0.406973132
-0.614,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.404889921
-0.486,0.5,-0.352941176,-0.272727273,-0.75,-0.493333333,0.403242156
-0.758,0.4995,-0.588235294,-0.636363636,-0.75,-0.866666667,0.404176573
0.132,0.2,0.352941176,-0.636363636,-0.75,0.733333333,0.404451058
-0.252,0.575,0.823529412,-0.636363636,-0.75,-0.493333333,0.407618724
0.096,0.675,0.352941176,0.090909091,-0.75,0.733333333,0.298617603
0.776,0.325,0.352941176,-0.636363636,-0.75,0.733333333,0.350847331
-0.582,0.25,-0.588235294,-0.636363636,-0.75,0.733333333,0.329240813
-0.76,0.3745,-0.588235294,-0.636363636,0,-0.866666667,0.404229266
-0.456,0.315,0.352941176,-0.818181818,-0.75,0.733333333,0.407597585
-0.686,0.45,-0.588235294,0.090909091,-0.75,-0.493333333,0.413795185
0.062,0.7,0.352941176,0.090909091,-0.75,0.733333333,0.292342776
0.044,0.725,0.352941176,0.090909091,-0.75,0.733333333,0.287265814
-0.78,0.375,-0.588235294,-0.272727273,0.75,-0.866666667,0.397287674
-0.06,0.425,-0.117647059,-0.636363636,-0.75,-0.493333333,0.413054179
-0.76,0.35,-0.588235294,-0.636363636,-0.75,-0.493333333,0.411272554
-0.624,0.325,0.352941176,0.090909091,-0.75,0.733333333,0.415734993
-0.85,0.125,-0.588235294,-0.636363636,-0.75,0.733333333,0.393181234
-0.428,0.5755,-0.117647059,0.090909091,-0.75,-0.493333333,0.409532267
-0.044,0.225,0.352941176,-0.636363636,-0.75,0.733333333,0.406668604
-0.614,0.6625,0.352941176,0.818181818,-0.75,0.733333333,0.419144539
-0.844,0.15,-0.588235294,-0.636363636,-0.75,0.733333333,0.385862511
-0.622,0.35,0.352941176,0.090909091,-0.75,0.733333333,0.421391229
-0.742,0.225,-0.588235294,-0.636363636,-0.75,0.733333333,0.359238488
-0.688,0.475,-0.588235294,0.090909091,-0.75,-0.493333333,0.414975005
-0.254,0.6,0.823529412,-0.636363636,-0.75,-0.493333333,0.419324601
-0.456,0.345,0.352941176,-0.818181818,-0.75,0.733333333,0.42634912
-0.824,0.175,-0.588235294,-0.636363636,-0.75,0.733333333,0.384557742
-0.79,0.2,-0.588235294,-0.636363636,-0.75,0.733333333,0.375205579
-0.756,0.5245,-0.588235294,-0.636363636,-0.75,-0.866666667,0.421045169
-0.118,0.25,0.352941176,-0.636363636,-0.75,0.733333333,0.417231189
-0.762,0.4,-0.588235294,-0.636363636,0,-0.866666667,0.421911734
-0.614,0.675,0.352941176,0.818181818,-0.75,0.733333333,0.426800959
-0.06,0.45,-0.117647059,-0.636363636,-0.75,-0.493333333,0.430288522
-0.778,0.3995,-0.588235294,-0.272727273,0.75,-0.866666667,0.417439037
-0.426,0.6005,-0.117647059,0.090909091,-0.75,-0.493333333,0.428183237
-0.62,0.375,0.352941176,0.090909091,-0.75,0.733333333,0.43116105
-0.762,0.3745,-0.588235294,-0.636363636,-0.75,-0.493333333,0.434491329
-0.486,0.55,-0.352941176,-0.272727273,-0.75,-0.493333333,0.426634165
-0.226,0.275,0.352941176,-0.636363636,-0.75,0.733333333,0.424042817
-0.23,0.55,0.352941176,-0.636363636,-0.75,-0.493333333,0.431860377
-0.456,0.365,0.352941176,-0.818181818,-0.75,0.733333333,0.435271762
-0.686,0.5,-0.588235294,0.090909091,-0.75,-0.493333333,0.441220841
-0.614,0.6875,0.352941176,0.818181818,-0.75,0.733333333,0.44072806
0.1,0.3,0.352941176,-0.636363636,-0.75,0.733333333,0.411593583
-0.622,0.4,0.352941176,0.090909091,-0.75,0.733333333,0.432699688
-0.252,0.625,0.823529412,-0.636363636,-0.75,-0.493333333,0.43435987
-0.756,0.5495,-0.588235294,-0.636363636,-0.75,-0.866666667,0.43897705
-0.722,0.65,0,0.818181818,-0.75,0.733333333,0.438360624
-0.724,0.65,0,0.818181818,-0.75,0.733333333,0.433973084
-0.76,0.4245,-0.588235294,-0.636363636,0,-0.866666667,0.435757971
-0.428,0.6255,-0.117647059,0.090909091,-0.75,-0.493333333,0.448801125
-0.06,0.475,-0.117647059,-0.636363636,-0.75,-0.493333333,0.442576758
-0.722,0.65,0,0.818181818,-0.75,0.733333333,0.438238163
-0.722,0.65,0,0.818181818,-0.75,0.733333333,0.439144332
-0.614,0.7,0.352941176,0.818181818,-0.75,0.733333333,0.437512807
-0.778,0.425,-0.588235294,-0.272727273,0.75,-0.866666667,0.437686771
-0.486,0.575,-0.352941176,-0.272727273,-0.75,-0.493333333,0.442477673
-0.624,0.425,0.352941176,0.090909091,-0.75,0.733333333,0.439590512
-0.76,0.4,-0.588235294,-0.636363636,-0.75,-0.493333333,0.442766797
-0.454,0.39,0.352941176,-0.818181818,-0.75,0.733333333,0.447699669
-0.646,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.445044912
-0.684,0.65,0.176470588,0.818181818,-0.75,0.733333333,0.44691477
-0.754,0.65,-0.176470588,0.818181818,-0.75,0.733333333,0.43857665
-0.684,0.65,0.176470588,0.818181818,-0.75,0.733333333,0.446854267
-0.678,0.65,0.176470588,0.818181818,-0.75,0.733333333,0.446952825
-0.644,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.447950478
-0.646,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.448497386
-0.646,0.65,0.352941176,0.818181818,-0.75,0.733333333,0.446017826
-0.688,0.525,-0.588235294,0.090909091,-0.75,-0.493333333,0.447639323
-0.228,0.575,0.352941176,-0.636363636,-0.75,-0.493333333,0.449721098
-0.624,0.45,0.352941176,0.090909091,-0.75,0.733333333,0.444338273
-0.754,0.65,-0.176470588,0.818181818,-0.75,0.733333333,0.446810796
-0.754,0.65,-0.176470588,0.818181818,-0.75,0.733333333,0.450602565
-0.614,0.7125,0.352941176,0.818181818,-0.75,0.733333333,0.454214799
-0.25,0.65,0.823529412,-0.636363636,-0.75,-0.493333333,0.456178672
-0.756,0.65,-0.176470588,0.818181818,-0.75,0.733333333,0.449697163
-0.426,0.6505,-0.117647059,0.090909091,-0.75,-0.493333333,0.450758579
-0.056,0.5,-0.117647059,-0.636363636,-0.75,-0.493333333,0.448932343
-0.454,0.415,0.352941176,-0.818181818,-0.75,0.733333333,0.457589512
-0.756,0.575,-0.588235294,-0.636363636,-0.75,-0.866666667,0.453592668
-0.838,0.65,-0.705882353,0.818181818,-0.75,0.733333333,0.429786262
-0.626,0.475,0.352941176,0.090909091,-0.75,0.733333333,0.446462864
-0.784,0.65,-0.352941176,0.818181818,-0.75,0.733333333,0.448062752
-0.486,0.6,-0.352941176,-0.272727273,-0.75,-0.493333333,0.45499668
-0.838,0.65,-0.705882353,0.818181818,-0.75,0.733333333,0.430641599
-0.838,0.65,-0.705882353,0.818181818,-0.75,0.733333333,0.429467152
-0.758,0.4495,-0.588235294,-0.636363636,0,-0.866666667,0.448442972
-0.784,0.65,-0.352941176,0.818181818,-0.75,0.733333333,0.451224742
-0.784,0.65,-0.352941176,0.818181818,-0.75,0.733333333,0.451280773
-0.778,0.45,-0.588235294,-0.272727273,0.75,-0.866666667,0.447775544
-0.838,0.65,-0.705882353,0.818181818,-0.75,0.733333333,0.42973989
-0.812,0.65,-0.529411765,0.818181818,-0.75,0.733333333,0.442206447
-0.812,0.65,-0.529411765,0.818181818,-0.75,0.733333333,0.44319951
-0.812,0.65,-0.529411765,0.818181818,-0.75,0.733333333,0.440524925
-0.688,0.55,-0.588235294,0.090909091,-0.75,-0.493333333,0.462488113
-0.624,0.5,0.352941176,0.090909091,-0.75,0.733333333,0.444137526
-0.812,0.65,-0.529411765,0.818181818,-0.75,0.733333333,0.447650532
-0.762,0.4245,-0.588235294,-0.636363636,-0.75,-0.493333333,0.463590394
-0.614,0.725,0.352941176,0.818181818,-0.75,0.733333333,0.454436081
-0.452,0.435,0.352941176,-0.818181818,-0.75,0.733333333,0.458519448
-0.226,0.6,0.352941176,-0.636363636,-0.75,-0.493333333,0.460640815
-0.62,0.525,0.352941176,0.090909091,-0.75,0.733333333,0.440716047
-0.618,0.55,0.352941176,0.090909091,-0.75,0.733333333,0.431703012
-0.59,0.6,0.352941176,0.090909091,-0.75,0.733333333,0.414568429
-0.054,0.525,-0.117647059,-0.636363636,-0.75,-0.493333333,0.456477623
-0.612,0.575,0.352941176,0.090909091,-0.75,0.733333333,0.42534766
-0.424,0.6755,-0.117647059,0.090909091,-0.75,-0.493333333,0.471415746
-0.38,0.465,0.352941176,-0.818181818,-0.75,0.733333333,0.461031922
-0.248,0.675,0.823529412,-0.636363636,-0.75,-0.493333333,0.472535872
-0.758,0.5995,-0.588235294,-0.636363636,-0.75,-0.866666667,0.465393379
-0.484,0.625,-0.352941176,-0.272727273,-0.75,-0.493333333,0.472259884
-0.824,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.460119025
-0.758,0.475,-0.588235294,-0.636363636,0,-0.866666667,0.465221122
-0.688,0.575,-0.588235294,0.090909091,-0.75,-0.493333333,0.466509127
-0.614,0.7375,0.352941176,0.818181818,-0.75,0.733333333,0.472497823
-0.822,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.459513388
-0.762,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.468337151
-0.776,0.4755,-0.588235294,-0.272727273,0.75,-0.866666667,0.468947206
-0.822,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.45973139
-0.822,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.461031746
-0.818,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.468994126
-0.818,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.463570518
-0.816,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.462626978
-0.81,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.462111464
-0.816,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.465894849
-0.806,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.465321485
-0.814,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.462043304
-0.81,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.466024474
-0.216,0.625,0.352941176,-0.636363636,-0.75,-0.493333333,0.476918286
-0.81,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,0.466196328
-0.048,0.55,-0.117647059,-0.636363636,-0.75,-0.493333333,0.471447997
-0.424,0.7005,-0.117647059,0.090909091,-0.75,-0.493333333,0.474252522
-0.614,0.75,0.352941176,0.818181818,-0.75,0.733333333,0.476039454
-0.482,0.65,-0.352941176,-0.272727273,-0.75,-0.493333333,0.478374434
-0.246,0.7,0.823529412,-0.636363636,-0.75,-0.493333333,0.485656334
-0.686,0.6,-0.588235294,0.090909091,-0.75,-0.493333333,0.483246629
-0.76,0.475,-0.588235294,-0.636363636,-0.75,-0.493333333,0.473109068
-0.756,0.6245,-0.588235294,-0.636363636,-0.75,-0.866666667,0.477802968
-0.758,0.4995,-0.588235294,-0.636363636,0,-0.866666667,0.474530691
-0.776,0.4995,-0.588235294,-0.272727273,0.75,-0.866666667,0.48087007
-0.004,0.575,-0.117647059,-0.636363636,-0.75,-0.493333333,0.471583845
-0.204,0.65,0.352941176,-0.636363636,-0.75,-0.493333333,0.482851412
0.282,0.6,-0.117647059,-0.636363636,-0.75,-0.493333333,0.456902646
-0.424,0.7255,-0.117647059,0.090909091,-0.75,-0.493333333,0.500772661
-0.762,0.4995,-0.588235294,-0.636363636,-0.75,-0.493333333,0.479894428
-0.242,0.725,0.823529412,-0.636363636,-0.75,-0.493333333,0.4883257
-0.48,0.675,-0.352941176,-0.272727273,-0.75,-0.493333333,0.49418942
-0.684,0.625,-0.588235294,0.090909091,-0.75,-0.493333333,0.485726017
-0.758,0.5255,-0.588235294,-0.636363636,0,-0.866666667,0.482341305
-0.756,0.65,-0.588235294,-0.636363636,-0.75,-0.866666667,0.487755741
-0.762,0.525,-0.588235294,-0.636363636,-0.75,-0.493333333,0.47974492
-0.776,0.525,-0.588235294,-0.272727273,0.75,-0.866666667,0.493970841
-0.154,0.675,0.352941176,-0.636363636,-0.75,-0.493333333,0.490989259
0.672,0.725,0.352941176,-0.636363636,-0.75,-0.493333333,0.454342943
-0.48,0.7,-0.352941176,-0.272727273,-0.75,-0.493333333,0.501111736
-0.762,0.5495,-0.588235294,-0.636363636,-0.75,-0.493333333,0.475220105
-0.756,0.5495,-0.588235294,-0.636363636,0,-0.866666667,0.486872624
-0.684,0.65,-0.588235294,0.090909091,-0.75,-0.493333333,0.503680689
-0.23,0.75,0.823529412,-0.636363636,-0.75,-0.493333333,0.507983639
-0.76,0.575,-0.588235294,-0.636363636,-0.75,-0.493333333,0.468692368
0.05,0.7,0.352941176,-0.636363636,-0.75,-0.493333333,0.490878233
-0.758,0.5995,-0.588235294,-0.636363636,-0.75,-0.493333333,0.459746413
-0.756,0.6245,-0.588235294,-0.636363636,-0.75,-0.493333333,0.448720933
-0.776,0.55,-0.588235294,-0.272727273,0.75,-0.866666667,0.505669277
-0.758,0.575,-0.588235294,-0.636363636,0,-0.866666667,0.492621861
-0.684,0.675,-0.588235294,0.090909091,-0.75,-0.493333333,0.510820813
-0.478,0.725,-0.352941176,-0.272727273,-0.75,-0.493333333,0.512671951
-0.776,0.625,-0.588235294,-0.272727273,0.75,-0.866666667,0.513929516
-0.758,0.5995,-0.588235294,-0.636363636,0,-0.866666667,0.490251804
-0.776,0.575,-0.588235294,-0.272727273,0.75,-0.866666667,0.516029443
-0.478,0.75,-0.352941176,-0.272727273,-0.75,-0.493333333,0.512135524
-0.682,0.7,-0.588235294,0.090909091,-0.75,-0.493333333,0.520207475
-0.758,0.6245,-0.588235294,-0.636363636,0,-0.866666667,0.484651559
-0.778,0.6,-0.588235294,-0.272727273,0.75,-0.866666667,0.524656101
-0.682,0.725,-0.588235294,0.090909091,-0.75,-0.493333333,0.548179044
-0.68,0.75,-0.588235294,0.090909091,-0.75,-0.493333333,0.527361638
-0.776,0.6515,-0.588235294,-0.272727273,0.75,-0.866666667,0.528368377
