pressure,max_T,flow_rate,H2_per_CH4_n_Ar,reacter_len,reacter_dia,Conv,C2H4,C2,Coke,Y_C2,Y_C2H4
-0.818,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,17.93074612,39.72126583,63.89329415,9.957287731,11.45654436,7.122319332
-0.818,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,18.28838976,36.97070173,62.82574999,13.29697018,11.48981803,6.761346029
-0.816,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,17.9237356,36.9044631,64.53731164,14.40400077,11.5674971,6.614658391
-0.81,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,18.38771372,35.71346907,62.93454875,14.72467736,11.57222466,6.566890452
-0.816,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,17.47301107,38.00215068,66.25597838,12.64839234,11.57691444,6.640119995
-0.806,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,18.1278111,36.63101148,63.86629053,12.97535547,11.5775605,6.640400565
-0.814,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,18.13662491,36.53816022,63.93371011,14.93289272,11.59541719,6.626789068
-0.81,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,17.88986327,36.91089865,64.96682486,12.91817712,11.62247614,6.6033093
-0.216,0.625,0.352941176,-0.636363636,-0.75,-0.493333333,15.11867766,42.22058383,77.04764733,6.876619152,11.64858544,6.383193975
-0.81,0.45,-0.588235294,-0.636363636,-0.75,-0.493333333,17.9022997,37.12355031,65.13240538,13.10383591,11.66019841,6.645969236
-0.048,0.55,-0.117647059,-0.636363636,-0.75,-0.493333333,16.50536412,42.15720076,70.68505432,10.18504061,11.66682559,6.958199488
-0.424,0.7005,-0.117647059,0.090909091,-0.75,-0.493333333,13.53351348,51.27303927,86.6239813,9.012811049,11.72326819,6.939043681
-0.614,0.75,0.352941176,0.818181818,-0.75,0.733333333,13.98349319,54.17325199,85.09193714,9.338111926,11.89882524,7.575313003
-0.482,0.65,-0.352941176,-0.272727273,-0.75,-0.493333333,14.17252736,51.79268899,84.22693279,8.292343821,11.93708509,7.340333018
-0.246,0.7,0.823529412,-0.636363636,-0.75,-0.493333333,14.8102019,39.07496781,80.68126782,4.136456259,11.94905866,5.787081625
-0.686,0.6,-0.588235294,0.090909091,-0.75,-0.493333333,14.73444678,51.19269874,81.82337079,6.39580836,12.05622102,7.542960951
-0.76,0.475,-0.588235294,-0.636363636,-0.75,-0.493333333,18.1835272,36.80192228,66.31720062,12.18281705,12.05880621,6.691887548
-0.756,0.6245,-0.588235294,-0.636363636,-0.75,-0.866666667,16.16576391,33.82191629,74.74233381,9.721643517,12.08266922,5.467571137
-0.758,0.4995,-0.588235294,-0.636363636,0,-0.866666667,17.0977031,33.44888306,70.821499,11.75501491,12.10884963,5.718990716
-0.776,0.4995,-0.588235294,-0.272727273,0.75,-0.866666667,15.14606325,39.98381022,81.38097954,9.788778966,12.32601463,6.055973186
-0.004,0.575,-0.117647059,-0.636363636,-0.75,-0.493333333,19.26292823,38.51696079,64.26515494,15.2813761,12.37935067,7.419494513
-0.204,0.65,0.352941176,-0.636363636,-0.75,-0.493333333,17.48072946,39.38865588,71.82869214,10.34324694,12.55617935,6.885424372
0.282,0.6,-0.117647059,-0.636363636,-0.75,-0.493333333,24.03469243,33.33658528,52.64244289,24.61300768,12.65244924,8.012345739
-0.424,0.7255,-0.117647059,0.090909091,-0.75,-0.493333333,13.93347133,54.50871877,92.13046176,2.172882223,12.83697148,7.594956702
-0.762,0.4995,-0.588235294,-0.636363636,-0.75,-0.493333333,20.46091643,35.14723429,63.08783678,14.38173863,12.90834956,7.191446236
-0.242,0.725,0.823529412,-0.636363636,-0.75,-0.493333333,17.46900055,35.55186788,73.91917757,9.821385371,12.91294154,6.210555995
-0.48,0.675,-0.352941176,-0.272727273,-0.75,-0.493333333,15.30270898,52.02877258,84.6031638,6.776499389,12.94657594,7.961811654
-0.684,0.625,-0.588235294,0.090909091,-0.75,-0.493333333,16.40230757,49.46919856,79.16095341,11.74117687,12.98422305,8.1140901
-0.758,0.5255,-0.588235294,-0.636363636,0,-0.866666667,19.54768142,31.33936869,66.80239019,14.06380735,13.05831842,6.126119951
-0.756,0.65,-0.588235294,-0.636363636,-0.75,-0.866666667,18.55495977,31.87324919,70.94603634,11.85067031,13.1640085,5.914068565
-0.762,0.525,-0.588235294,-0.636363636,-0.75,-0.493333333,23.19308492,32.29843654,58.14693254,18.12603424,13.48606744,7.491003815
-0.776,0.525,-0.588235294,-0.272727273,0.75,-0.866666667,17.0094393,38.70476373,79.34172704,10.68749052,13.4955829,6.583463293
-0.154,0.675,0.352941176,-0.636363636,-0.75,-0.493333333,19.93366627,37.42122419,67.77882993,12.39382388,13.51080576,7.459421944
0.672,0.725,0.352941176,-0.636363636,-0.75,-0.493333333,29.98449633,28.1096807,45.81481866,31.7270562,13.73734262,8.428546178
-0.48,0.7,-0.352941176,-0.272727273,-0.75,-0.493333333,16.66406897,51.14174481,83.26937671,9.314603765,13.87606637,8.522295628
-0.762,0.5495,-0.588235294,-0.636363636,-0.75,-0.493333333,25.97701056,29.45173443,53.42208697,22.66530167,13.87746117,7.650680163
-0.756,0.5495,-0.588235294,-0.636363636,0,-0.866666667,22.0427762,29.33590934,62.98976874,16.87919117,13.88469375,6.466448842
-0.684,0.65,-0.588235294,0.090909091,-0.75,-0.493333333,17.80407262,48.92064719,78.34793619,8.39504142,13.94912346,8.709867552
-0.23,0.75,0.823529412,-0.636363636,-0.75,-0.493333333,18.93503504,35.89608177,74.27930638,6.800147978,14.06481269,6.796935661
-0.76,0.575,-0.588235294,-0.636363636,-0.75,-0.493333333,28.94515895,26.97651319,49.00422262,27.41377646,14.18435013,7.808394622
0.05,0.7,0.352941176,-0.636363636,-0.75,-0.493333333,23.51562911,34.56111632,60.83325957,17.31558955,14.3053237,8.12726393
-0.758,0.5995,-0.588235294,-0.636363636,-0.75,-0.493333333,31.87392732,24.74680773,44.93225518,32.14821876,14.32167436,7.88777951
-0.756,0.6245,-0.588235294,-0.636363636,-0.75,-0.493333333,34.8882477,22.63802937,41.14480387,37.05882641,14.35470109,7.898011761
-0.776,0.55,-0.588235294,-0.272727273,0.75,-0.866666667,19.11740773,37.0444544,76.76611493,11.89488172,14.67569119,7.081939389
-0.758,0.575,-0.588235294,-0.636363636,0,-0.866666667,24.62868522,27.77902565,59.82520741,18.86362512,14.73416202,6.841608785
-0.684,0.675,-0.588235294,0.090909091,-0.75,-0.493333333,19.47805562,47.21834712,75.84105423,9.768996264,14.77236273,9.197215915
-0.478,0.725,-0.352941176,-0.272727273,-0.75,-0.493333333,18.33355034,49.48927022,80.66751972,8.888459057,14.78922034,9.073140269
-0.776,0.625,-0.588235294,-0.272727273,0.75,-0.866666667,18.66645889,37.78099568,80.38960465,9.541610624,15.0058925,7.052374027
-0.758,0.5995,-0.588235294,-0.636363636,0,-0.866666667,27.53886583,25.49256001,55.44435728,22.82898771,15.26874716,7.020361898
-0.776,0.575,-0.588235294,-0.272727273,0.75,-0.866666667,20.77330794,36.12812842,75.24432871,12.08883918,15.63073611,7.50500737
-0.478,0.75,-0.352941176,-0.272727273,-0.75,-0.493333333,20.62691107,46.58373087,76.06164683,14.38402967,15.68916825,9.60878474
-0.682,0.7,-0.588235294,0.090909091,-0.75,-0.493333333,20.85364467,46.90349623,75.30617592,10.35683115,15.70408234,9.781088442
-0.758,0.6245,-0.588235294,-0.636363636,0,-0.866666667,30.89883837,23.36090091,50.94970576,27.68889318,15.74286723,7.218247014
