Conv,C2H4,C2,Coke,Y_C2,Y_C2H4
1.841330528259277344e+01,3.460519790649414062e+01,7.409597778320312500e+01,9.931648254394531250e+00,1.392447471618652344e+01,8.075665473937988281e+00
