Conv,C2H4,C2,Coke,Y_C2,Y_C2H4
1.030118942260742188e+01,4.317356109619140625e+01,8.474485015869140625e+01,6.780359268188476562e+00,8.449726104736328125e+00,5.204618453979492188e+00
