Conv,C2H4,C2,Coke,Y_C2,Y_C2H4
1.303209590911865234e+01,4.440557861328125000e+01,8.090426635742187500e+01,1.031993007659912109e+01,1.142828369140625000e+01,6.323788642883300781e+00
