Conv,C2H4,C2,Coke,Y_C2,Y_C2H4
3.083997535705566406e+01,1.598201656341552734e+01,3.934044265747070312e+01,2.049968338012695312e+01,1.702789878845214844e+01,1.002330112457275391e+01
