Conv,C2H4,C2,Coke,Y_C2,Y_C2H4
7.168951034545898438e+00,5.497183609008789062e+01,9.324797058105468750e+01,9.211904525756835938e+00,6.368640899658203125e+00,3.410464763641357422e+00
